49, Craft-repair, Private,40,7298, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
56, Transport-moving, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
56, Adm-clerical, Private,80,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
29, Transport-moving, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
31, Prof-specialty, Private,50,0, Prof-school,15, Never-married, Not-in-family, White, Male, United-States, <=50K
57, Exec-managerial, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
65, Farming-fishing, Private,60,6767, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
18, Sales, Private,20,0, 11th,7, Never-married, Own-child, White, Male, United-States, <=50K
45, Machine-op-inspct, Private,40,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
33, Prof-specialty, Private,45,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, <=50K
21, ?, ?,10,0, Some-college,10, Never-married, Other-relative, Asian-Pac-Islander, Male, Vietnam, <=50K
22, Farming-fishing, Local-gov,20,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
30, Machine-op-inspct, Private,20,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
28, Handlers-cleaners, Private,40,0, HS-grad,9, Never-married, Unmarried, White, Male, United-States, <=50K
17, Other-service, Private,18,0, 10th,6, Never-married, Own-child, White, Male, United-States, <=50K
40, Craft-repair, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
23, Craft-repair, Private,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
32, Sales, Private,50,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
40, Sales, Private,40,0, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
27, Sales, Private,30,0, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
45, Farming-fishing, Self-emp-inc,50,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
27, Adm-clerical, State-gov,40,0, Some-college,10, Divorced, Unmarried, Black, Male, Jamaica, <=50K
32, Prof-specialty, Private,50,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
61, Other-service, Private,40,0, 12th,8, Married-civ-spouse, Wife, White, Female, United-States, <=50K
53, Farming-fishing, Self-emp-not-inc,60,0, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
24, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
38, Exec-managerial, Self-emp-inc,65,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
63, Other-service, Self-emp-not-inc,12,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
46, Prof-specialty, Self-emp-not-inc,45,0, Doctorate,16, Never-married, Not-in-family, White, Female, United-States, <=50K
43, Exec-managerial, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
40, Handlers-cleaners, Private,46,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Adm-clerical, Federal-gov,40,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, United-States, >50K
34, Prof-specialty, Private,45,0, Bachelors,13, Never-married, Not-in-family, White, Female, Cuba, <=50K
29, Other-service, Private,38,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
52, Sales, Private,45,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
65, Adm-clerical, Private,15,0, Some-college,10, Widowed, Not-in-family, White, Female, United-States, <=50K
33, Farming-fishing, Self-emp-not-inc,70,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
90, Machine-op-inspct, Private,40,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Craft-repair, Private,40,2829, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Sales, Private,45,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
42, Exec-managerial, Private,60,-1485, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Craft-repair, Private,40,0, 9th,5, Never-married, Not-in-family, White, Male, United-States, <=50K
32, Sales, Private,60,99999, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
42, Exec-managerial, Private,40,-1408, Some-college,10, Divorced, Not-in-family, White, Male, United-States, <=50K
60, ?, ?,8,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
45, Prof-specialty, Private,45,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
20, ?, ?,45,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
51, Farming-fishing, Self-emp-not-inc,55,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
26, Other-service, Private,40,0, HS-grad,9, Never-married, Own-child, Black, Female, United-States, <=50K
42, Craft-repair, Private,40,0, HS-grad,9, Never-married, Own-child, Black, Male, ?, <=50K
36, Sales, Private,35,0, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, >50K
20, Adm-clerical, Private,20,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
62, Craft-repair, Private,40,0, HS-grad,9, Widowed, Unmarried, White, Male, United-States, <=50K
32, Other-service, Private,40,0, HS-grad,9, Never-married, Unmarried, Black, Female, United-States, <=50K
31, Sales, Private,50,4101, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
19, Adm-clerical, Private,25,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
29, Sales, Private,18,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
27, Prof-specialty, Private,50,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
40, Sales, Private,40,0, HS-grad,9, Never-married, Own-child, Black, Male, United-States, <=50K
26, Sales, Private,20,0, Bachelors,13, Never-married, Not-in-family, Asian-Pac-Islander, Male, South, <=50K
38, Craft-repair, Private,45,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
36, Tech-support, Private,40,0, Assoc-acdm,12, Never-married, Not-in-family, White, Female, United-States, <=50K
26, Sales, Self-emp-inc,20,0, HS-grad,9, Separated, Unmarried, White, Female, Honduras, <=50K
49, Exec-managerial, Self-emp-inc,50,-2339, Some-college,10, Divorced, Not-in-family, White, Male, United-States, <=50K
28, Transport-moving, Private,50,0, 12th,8, Never-married, Not-in-family, White, Male, United-States, <=50K
35, Adm-clerical, Self-emp-inc,50,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, <=50K
74, Prof-specialty, Self-emp-not-inc,25,0, Doctorate,16, Married-spouse-absent, Not-in-family, White, Male, United-States, >50K
30, ?, ?,20,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
33, Sales, Self-emp-inc,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
49, ?, ?,40,0, HS-grad,9, Never-married, Not-in-family, Black, Male, United-States, <=50K
23, Craft-repair, Private,30,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
36, Craft-repair, Private,48,0, HS-grad,9, Divorced, Unmarried, White, Male, United-States, <=50K
19, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
37, Exec-managerial, Self-emp-not-inc,40,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
35, Machine-op-inspct, Private,55,0, Some-college,10, Divorced, Unmarried, Black, Female, United-States, <=50K
58, Other-service, Private,30,0, Some-college,10, Married-civ-spouse, Wife, White, Female, United-States, <=50K
39, Farming-fishing, Self-emp-not-inc,50,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Adm-clerical, Private,40,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
33, Transport-moving, Private,45,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
48, Exec-managerial, Federal-gov,50,10520, Masters,14, Married-spouse-absent, Not-in-family, White, Female, United-States, >50K
27, Sales, Private,40,0, Assoc-voc,11, Divorced, Not-in-family, White, Female, United-States, <=50K
33, Prof-specialty, State-gov,40,10520, Some-college,10, Separated, Not-in-family, White, Male, United-States, >50K
22, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
37, Sales, Private,40,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, <=50K
21, Other-service, Private,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
41, Transport-moving, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
26, Handlers-cleaners, Private,45,0, Some-college,10, Divorced, Not-in-family, White, Male, United-States, <=50K
43, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
25, Handlers-cleaners, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
19, Other-service, Private,40,0, 10th,6, Never-married, Not-in-family, White, Female, United-States, <=50K
39, Prof-specialty, Self-emp-not-inc,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
49, Adm-clerical, Self-emp-inc,40,-2377, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, >50K
36, Other-service, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
32, Adm-clerical, Private,40,0, HS-grad,9, Divorced, Other-relative, White, Female, United-States, <=50K
41, Priv-house-serv, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Female, Guatemala, <=50K
76, Craft-repair, Self-emp-not-inc,30,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Exec-managerial, Self-emp-inc,40,-2002, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
66, Craft-repair, Federal-gov,40,3471, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
38, Adm-clerical, Private,32,0, 11th,7, Married-civ-spouse, Wife, White, Female, United-States, <=50K
25, Tech-support, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
25, Other-service, Private,40,0, 12th,8, Never-married, Other-relative, White, Male, United-States, <=50K
39, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
20, ?, ?,18,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
32, Other-service, Private,40,0, Bachelors,13, Never-married, Unmarried, Other, Male, United-States, <=50K
46, Prof-specialty, State-gov,37,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
51, Prof-specialty, Self-emp-not-inc,70,99999, Prof-school,15, Married-civ-spouse, Husband, Other, Male, India, >50K
43, Farming-fishing, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
30, Sales, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
59, ?, ?,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
49, Exec-managerial, Private,60,0, Some-college,10, Separated, Unmarried, Black, Female, United-States, <=50K
49, Exec-managerial, Self-emp-not-inc,60,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, Scotland, >50K
46, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Prof-specialty, Private,60,0, Prof-school,15, Never-married, Not-in-family, White, Male, United-States, <=50K
38, Adm-clerical, Local-gov,35,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, >50K
41, Machine-op-inspct, Private,48,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Other-service, Self-emp-not-inc,10,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
23, Tech-support, State-gov,22,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
47, Exec-managerial, Private,50,0, Some-college,10, Married-civ-spouse, Wife, White, Female, United-States, <=50K
30, Sales, Self-emp-inc,52,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
38, Machine-op-inspct, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
18, Transport-moving, Self-emp-inc,60,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
43, Exec-managerial, State-gov,40,15024, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
30, Sales, Private,40,-1848, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
40, Craft-repair, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
36, Machine-op-inspct, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
25, Prof-specialty, Local-gov,20,0, Masters,14, Never-married, Own-child, White, Male, United-States, <=50K
28, Craft-repair, Self-emp-not-inc,40,-1590, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
18, Handlers-cleaners, Private,20,0, 12th,8, Never-married, Own-child, White, Male, United-States, <=50K
59, Farming-fishing, Self-emp-not-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
26, Handlers-cleaners, Private,20,0, HS-grad,9, Never-married, Not-in-family, White, Male, Mexico, <=50K
37, Other-service, Private,30,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, >50K
32, Prof-specialty, Private,32,0, Bachelors,13, Separated, Unmarried, White, Female, United-States, <=50K
23, Sales, Private,40,0, Assoc-acdm,12, Never-married, Not-in-family, White, Male, United-States, <=50K
28, Adm-clerical, Private,40,2407, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
38, Exec-managerial, Private,55,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, Italy, <=50K
19, Other-service, Private,20,0, HS-grad,9, Never-married, Own-child, White, Female, United-States, <=50K
29, Sales, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
43, Exec-managerial, Self-emp-inc,40,99999, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
19, Handlers-cleaners, Private,55,0, 1st-4th,2, Never-married, Not-in-family, White, Male, Mexico, <=50K
36, Transport-moving, Private,43,0, 11th,7, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Prof-specialty, Self-emp-not-inc,35,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
17, Handlers-cleaners, Private,15,-1719, 9th,5, Never-married, Own-child, White, Male, United-States, <=50K
30, Handlers-cleaners, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
27, Sales, Private,40,0, Masters,14, Never-married, Own-child, White, Male, United-States, <=50K
22, Adm-clerical, Private,40,0, Assoc-voc,11, Never-married, Own-child, White, Female, United-States, <=50K
40, Exec-managerial, Private,40,0, Masters,14, Never-married, Not-in-family, White, Female, United-States, >50K
22, Adm-clerical, Private,40,0, Bachelors,13, Never-married, Own-child, White, Female, United-States, <=50K
46, Exec-managerial, Private,40,0, Some-college,10, Never-married, Not-in-family, Black, Male, United-States, <=50K
18, Adm-clerical, Private,20,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
49, Sales, Private,40,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
29, Other-service, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
32, Craft-repair, Local-gov,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
54, Craft-repair, Self-emp-not-inc,35,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
44, Transport-moving, Private,32,0, HS-grad,9, Married-spouse-absent, Not-in-family, Other, Male, Canada, <=50K
28, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Wife, Black, Female, Cuba, <=50K
46, Adm-clerical, Private,60,-1740, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, <=50K
40, Transport-moving, Self-emp-not-inc,75,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
22, Other-service, Private,20,0, Some-college,10, Never-married, Other-relative, Black, Male, United-States, <=50K
29, ?, ?,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
41, Exec-managerial, Private,40,0, Assoc-acdm,12, Divorced, Not-in-family, Black, Female, Jamaica, <=50K
20, ?, ?,40,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
17, Transport-moving, Private,16,0, 11th,7, Never-married, Own-child, White, Female, United-States, <=50K
47, Exec-managerial, Private,45,0, Bachelors,13, Never-married, Unmarried, Black, Female, United-States, <=50K
37, Machine-op-inspct, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
28, Other-service, Private,40,0, Assoc-acdm,12, Never-married, Not-in-family, Other, Male, United-States, <=50K
31, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
40, Adm-clerical, Private,40,0, Preschool,1, Married-spouse-absent, Own-child, White, Male, United-States, <=50K
48, Exec-managerial, Private,40,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
38, Craft-repair, Private,40,0, HS-grad,9, Divorced, Unmarried, White, Male, United-States, <=50K
53, Transport-moving, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
45, Exec-managerial, Private,40,15024, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
34, Prof-specialty, Self-emp-not-inc,25,0, Assoc-acdm,12, Never-married, Not-in-family, White, Female, United-States, <=50K
47, Adm-clerical, Private,58,-1485, 11th,7, Married-civ-spouse, Husband, White, Male, United-States, <=50K
22, Sales, Private,18,0, Some-college,10, Never-married, Other-relative, White, Female, United-States, <=50K
65, Exec-managerial, Self-emp-inc,65,99999, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
61, Adm-clerical, Federal-gov,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
52, Tech-support, Private,40,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, United-States, >50K
23, Other-service, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
26, Other-service, Private,20,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
55, Other-service, Private,40,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
90, Exec-managerial, Local-gov,60,20051, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
26, Machine-op-inspct, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
26, Prof-specialty, Private,58,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
17, Other-service, Private,12,-1602, 10th,6, Never-married, Own-child, White, Female, United-States, <=50K
38, Exec-managerial, Local-gov,50,-1887, Doctorate,16, Married-civ-spouse, Husband, White, Male, United-States, >50K
19, Handlers-cleaners, Private,25,0, 11th,7, Never-married, Own-child, White, Male, United-States, <=50K
18, Sales, Private,25,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
34, Other-service, Private,35,0, 10th,6, Separated, Not-in-family, White, Female, United-States, <=50K
41, Exec-managerial, Private,45,0, Masters,14, Divorced, Unmarried, White, Female, United-States, <=50K
31, Handlers-cleaners, Private,40,0, 12th,8, Never-married, Not-in-family, Black, Male, ?, <=50K
50, Prof-specialty, Local-gov,24,0, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, <=50K
85, Sales, Self-emp-not-inc,50,0, HS-grad,9, Widowed, Not-in-family, White, Female, United-States, <=50K
19, Other-service, Private,16,0, 12th,8, Never-married, Own-child, White, Male, United-States, <=50K
25, ?, ?,20,0, Some-college,10, Separated, Unmarried, White, Female, United-States, <=50K
44, Sales, Private,48,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
30, Farming-fishing, Private,14,0, HS-grad,9, Separated, Unmarried, White, Female, United-States, <=50K
58, Transport-moving, Self-emp-inc,40,0, 10th,6, Married-civ-spouse, Wife, White, Female, United-States, <=50K
29, Adm-clerical, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
42, Sales, Private,45,0, Bachelors,13, Divorced, Unmarried, White, Male, ?, <=50K
62, Transport-moving, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Handlers-cleaners, Private,40,0, 11th,7, Divorced, Unmarried, White, Female, United-States, <=50K
30, Farming-fishing, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
64, Craft-repair, Self-emp-not-inc,24,2635, HS-grad,9, Married-civ-spouse, Husband, White, Male, Italy, <=50K
77, Adm-clerical, Self-emp-not-inc,1,-1944, Some-college,10, Widowed, Not-in-family, White, Female, United-States, <=50K
38, Other-service, Private,60,0, Bachelors,13, Divorced, Not-in-family, Black, Female, ?, <=50K
27, Exec-managerial, Private,45,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
42, Exec-managerial, Self-emp-inc,40,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
39, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
35, Sales, Private,50,15024, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
44, Craft-repair, Private,35,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, United-States, <=50K
51, Exec-managerial, Local-gov,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
43, Sales, Private,40,-1887, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
50, Transport-moving, Private,40,7298, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
33, Exec-managerial, Private,60,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
71, Farming-fishing, Self-emp-not-inc,35,0, HS-grad,9, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
49, Tech-support, Private,35,0, Some-college,10, Divorced, Other-relative, White, Male, United-States, <=50K
22, Adm-clerical, Private,10,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
52, Craft-repair, Private,40,0, HS-grad,9, Separated, Own-child, Black, Female, United-States, <=50K
29, Sales, Self-emp-not-inc,40,0, Assoc-acdm,12, Widowed, Unmarried, White, Female, United-States, >50K
32, Sales, Self-emp-not-inc,62,-1590, HS-grad,9, Divorced, Own-child, White, Male, United-States, <=50K
29, Sales, Private,40,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
54, Exec-managerial, Self-emp-inc,40,15024, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
51, Sales, Self-emp-not-inc,30,0, Assoc-acdm,12, Separated, Not-in-family, Black, Male, United-States, <=50K
58, Craft-repair, Private,52,8614, HS-grad,9, Widowed, Unmarried, White, Male, Mexico, >50K
60, Transport-moving, State-gov,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
55, Craft-repair, Self-emp-not-inc,50,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
32, Prof-specialty, Private,60,-1977, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
72, Prof-specialty, Private,30,0, Doctorate,16, Never-married, Not-in-family, White, Male, United-States, <=50K
53, Other-service, Local-gov,40,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
74, Sales, Private,20,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
34, Sales, Private,50,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Prof-specialty, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
25, Other-service, Private,40,0, Assoc-voc,11, Never-married, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K
29, Craft-repair, Private,40,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, Jamaica, >50K
34, Tech-support, Private,40,0, Assoc-voc,11, Divorced, Unmarried, Black, Female, United-States, <=50K
18, Machine-op-inspct, Private,40,0, HS-grad,9, Never-married, Own-child, White, Female, United-States, <=50K
53, Farming-fishing, Private,45,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, United-States, <=50K
27, Tech-support, Private,40,0, Bachelors,13, Never-married, Not-in-family, Asian-Pac-Islander, Female, Philippines, <=50K
72, ?, ?,32,0, Some-college,10, Married-civ-spouse, Husband, White, Male, Canada, <=50K
62, Adm-clerical, Private,40,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
30, Craft-repair, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
22, Sales, Private,37,0, HS-grad,9, Never-married, Other-relative, Black, Female, United-States, <=50K
45, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Own-child, Black, Female, United-States, <=50K
59, Tech-support, Private,40,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
23, ?, ?,30,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
47, Adm-clerical, Private,40,0, Some-college,10, Married-civ-spouse, Wife, White, Female, United-States, <=50K
23, Handlers-cleaners, Private,18,0, Some-college,10, Never-married, Other-relative, White, Female, United-States, <=50K
53, Exec-managerial, Private,40,0, Bachelors,13, Never-married, Own-child, White, Male, Cuba, <=50K
33, Handlers-cleaners, Private,40,0, 9th,5, Married-civ-spouse, Husband, White, Male, United-States, <=50K
36, Handlers-cleaners, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
18, Handlers-cleaners, Private,27,0, 10th,6, Never-married, Own-child, White, Male, United-States, <=50K
46, Adm-clerical, Private,45,0, HS-grad,9, Divorced, Own-child, White, Female, United-States, <=50K
26, Exec-managerial, Private,35,0, Bachelors,13, Never-married, Not-in-family, Asian-Pac-Islander, Male, South, <=50K
40, Prof-specialty, Self-emp-not-inc,45,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
23, ?, ?,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
52, Transport-moving, Local-gov,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Prof-specialty, Local-gov,60,0, Masters,14, Never-married, Not-in-family, White, Male, United-States, >50K
28, Sales, Private,40,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, ?, <=50K
23, Craft-repair, Private,40,0, 10th,6, Never-married, Own-child, Black, Female, United-States, <=50K
34, Adm-clerical, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
20, Other-service, Private,35,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
31, Craft-repair, Private,40,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, >50K
47, Craft-repair, Local-gov,45,0, Some-college,10, Married-spouse-absent, Other-relative, White, Male, United-States, <=50K
33, Other-service, Federal-gov,40,0, Assoc-acdm,12, Divorced, Unmarried, White, Male, United-States, <=50K
31, Exec-managerial, Private,40,-1564, Masters,14, Never-married, Not-in-family, White, Male, United-States, >50K
22, Other-service, Private,40,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
34, Exec-managerial, Private,45,-1741, Bachelors,13, Never-married, Other-relative, White, Female, United-States, <=50K
36, Machine-op-inspct, Private,45,0, Some-college,10, Never-married, Unmarried, White, Male, United-States, <=50K
